,file_name,is_alpha,text_in_header,is_num,is_alphanum,is_blank,is_nullDefault,all_small,all_capital,starts_capital,contain_colon,contain_special,text_length,year_range,has_merge_cell,right_align,left_align,center_align,italics_font,underline_font,bold_font,left_alpha,left_in_header,left_num,left_alphanum,left_blank,above_alpha,above_in_header,above_num,above_alphanum,above_blank,below_alpha,below_in_header,below_num,below_alphanum,below_blank,right_alpha,right_in_header,right_num,right_alphanum,right_blank,label,K0,K1,K2,K3,K4,K5,K6,K7
2064,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[12,59]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-2.0,2.0,2.0,-2.0,0.0,6.0,2.0,2.0
2065,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[12,60]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-2.0,2.0,2.0,-2.0,0.0,6.0,2.0,2.0
2066,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[12,61]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-2.0,2.0,2.0,-2.0,0.0,6.0,2.0,2.0
2067,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[12,62]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-2.0,2.0,2.0,-2.0,0.0,6.0,2.0,2.0
2068,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[12,63]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-2.0,2.0,2.0,-2.0,0.0,6.0,2.0,2.0
2069,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[12,64]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-2.0,2.0,2.0,-2.0,0.0,6.0,2.0,2.0
2070,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[12,65]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-2.0,2.0,2.0,-2.0,0.0,6.0,2.0,2.0
2071,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[12,66]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-2.0,2.0,2.0,-2.0,0.0,6.0,2.0,2.0
2072,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[12,67]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-2.0,2.0,2.0,-2.0,0.0,6.0,2.0,2.0
2073,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[12,68]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-2.0,2.0,2.0,-2.0,0.0,6.0,2.0,2.0
2074,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[12,69]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-2.0,2.0,2.0,-2.0,0.0,6.0,2.0,2.0
2075,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[12,70]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-2.0,2.0,2.0,-2.0,0.0,6.0,2.0,2.0
2076,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[12,71]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-2.0,2.0,2.0,-2.0,0.0,6.0,2.0,2.0
2077,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[12,72]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-2.0,2.0,2.0,-2.0,0.0,6.0,2.0,2.0
2078,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[12,73]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-2.0,2.0,2.0,-2.0,0.0,6.0,2.0,2.0
2079,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[12,74]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-2.0,2.0,2.0,-2.0,0.0,6.0,2.0,2.0
2080,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[12,75]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-2.0,2.0,2.0,-2.0,0.0,6.0,2.0,2.0
2081,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[12,76]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-2.0,2.0,2.0,-2.0,0.0,6.0,2.0,2.0
2082,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[12,77]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-2.0,2.0,2.0,-2.0,0.0,6.0,2.0,2.0
2083,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[12,78]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-2.0,2.0,2.0,-2.0,0.0,6.0,2.0,2.0
2084,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[12,79]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-2.0,2.0,2.0,-2.0,0.0,6.0,2.0,2.0
2085,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[12,80]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-2.0,2.0,2.0,-2.0,0.0,6.0,2.0,2.0
2086,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[12,81]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-2.0,2.0,2.0,-2.0,0.0,6.0,2.0,2.0
2087,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[12,82]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-2.0,2.0,2.0,-2.0,0.0,6.0,2.0,2.0
2088,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[12,83]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-2.0,2.0,2.0,-2.0,0.0,6.0,2.0,2.0
2089,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[12,84]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-2.0,2.0,2.0,-2.0,0.0,6.0,2.0,2.0
2090,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[12,85]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-2.0,2.0,2.0,-2.0,0.0,6.0,2.0,2.0
2091,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[12,86]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-2.0,2.0,2.0,-2.0,0.0,6.0,2.0,2.0
2092,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[12,87]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-2.0,2.0,2.0,-2.0,0.0,6.0,2.0,2.0
2093,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[12,88]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-2.0,2.0,2.0,-2.0,0.0,6.0,2.0,2.0
2094,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[12,89]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-2.0,2.0,2.0,-2.0,0.0,6.0,2.0,2.0
2095,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[12,90]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-2.0,2.0,2.0,-2.0,0.0,6.0,2.0,2.0
2096,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[12,91]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-2.0,2.0,2.0,-2.0,0.0,6.0,2.0,2.0
2097,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[12,92]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-2.0,2.0,2.0,-2.0,0.0,6.0,2.0,2.0
2098,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[12,93]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-2.0,2.0,2.0,-2.0,0.0,6.0,2.0,2.0
2099,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[12,94]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-2.0,2.0,2.0,-2.0,0.0,6.0,2.0,2.0
2100,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[12,95]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-2.0,2.0,2.0,-2.0,0.0,6.0,2.0,2.0
2101,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[12,96]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-2.0,2.0,2.0,-2.0,0.0,6.0,2.0,2.0
2102,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[12,97]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-2.0,2.0,2.0,-2.0,0.0,6.0,2.0,2.0
2103,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[12,98]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-2.0,2.0,2.0,-2.0,0.0,6.0,2.0,2.0
2104,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[12,99]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-2.0,2.0,2.0,-2.0,0.0,6.0,2.0,2.0
2105,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[12,100]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-2.0,2.0,2.0,-2.0,0.0,6.0,2.0,2.0
2106,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[12,101]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-2.0,2.0,2.0,-2.0,0.0,6.0,2.0,2.0
2107,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[12,102]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-2.0,2.0,2.0,-2.0,0.0,6.0,2.0,2.0
2108,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[12,103]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-2.0,2.0,2.0,-2.0,0.0,6.0,2.0,2.0
2109,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[12,104]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-2.0,2.0,2.0,-2.0,0.0,6.0,2.0,2.0
2110,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[12,105]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-2.0,2.0,2.0,-2.0,0.0,6.0,2.0,2.0
2111,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[12,106]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-2.0,2.0,2.0,-2.0,0.0,6.0,2.0,2.0
2112,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[12,107]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-2.0,2.0,2.0,-2.0,0.0,6.0,2.0,2.0
2113,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[12,108]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-2.0,2.0,2.0,-2.0,0.0,6.0,2.0,2.0
2114,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[12,109]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-2.0,2.0,2.0,-2.0,0.0,6.0,2.0,2.0
2115,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[12,110]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-2.0,2.0,2.0,-2.0,0.0,6.0,2.0,2.0
2116,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[12,111]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-2.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0
2117,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[12,112]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-2.0,-2.0,2.0,0.0,0.0,2.0,2.0,-2.0
2118,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[12,113]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2119,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[12,114]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2120,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[13,1]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2121,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[13,2]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2122,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[13,3]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2123,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[13,4]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2124,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[13,5]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2125,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[13,6]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2126,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[13,7]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2127,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[13,8]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0
2128,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[13,9]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-2.0,2.0,0.0,-2.0,-2.0,2.0,0.0,2.0
2129,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[13,10]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-3.0,1.0,1.0,-3.0,-3.0,3.0,1.0,1.0
2130,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[13,11]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-3.0,1.0,1.0,-3.0,-3.0,3.0,1.0,1.0
2131,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[13,12]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-3.0,1.0,1.0,-3.0,-3.0,3.0,1.0,1.0
2132,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[13,13]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-3.0,1.0,1.0,-3.0,-3.0,3.0,1.0,1.0
2133,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[13,14]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-3.0,1.0,1.0,-3.0,-3.0,3.0,1.0,1.0
2134,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[13,15]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-3.0,1.0,1.0,-3.0,-3.0,3.0,1.0,1.0
2135,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[13,16]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-3.0,1.0,1.0,-3.0,-3.0,3.0,1.0,1.0
2136,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[13,17]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-3.0,1.0,1.0,-3.0,-3.0,3.0,1.0,1.0
2137,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[13,18]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-3.0,1.0,1.0,-3.0,-3.0,3.0,1.0,1.0
2138,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[13,19]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-3.0,1.0,1.0,-3.0,-3.0,3.0,1.0,1.0
2139,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[13,20]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-3.0,1.0,1.0,-3.0,-3.0,3.0,1.0,1.0
2140,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[13,21]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-3.0,1.0,1.0,-3.0,-3.0,3.0,1.0,1.0
2141,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[13,22]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-3.0,1.0,1.0,-3.0,-3.0,3.0,1.0,1.0
2142,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[13,23]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-3.0,1.0,1.0,-3.0,-3.0,3.0,1.0,1.0
2143,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[13,24]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-3.0,1.0,1.0,-3.0,-3.0,3.0,1.0,1.0
2144,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[13,25]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-3.0,1.0,1.0,-3.0,-3.0,3.0,1.0,1.0
2145,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[13,26]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-3.0,1.0,1.0,-3.0,-3.0,3.0,1.0,1.0
2146,"0109000-0-45-109057-000.xlsx___Springer_Key_Stock_Spring_2004___[13,27]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-3.0,1.0,1.0,-3.0,-3.0,3.0,1.0,1.0
