11a10.xls, Sheet1, data_5192191588589314.xls, Sheet1, 1
GOA2007-Leg1-C14_1.xls, PE-C017, data_7507579598352871.xls, PE-C017, 1
GOA2007-Leg1-C14_1.xls, PE-C019, data_7507579598352871.xls, PE-C019, 1
GOA2007-Leg1-C14_1.xls, PE-C023, data_7507579598352871.xls, PE-C023, 1
GOA2007-Leg1-C14_1.xls, HNLCG1-PE, data_7507579598352871.xls, HNLCG1-PE, 1
GOA2007-Leg1-C14_1.xls, HNLCG1-D5, data_7507579598352871.xls, HNLCG1-D5, 1
GOA2007-Leg1-C14_1.xls, PE-GAC1, data_7507579598352871.xls, PE-GAC1, 1
GOA2007-Leg1-C14_1.xls, PE-GAC6, data_7507579598352871.xls, PE-GAC6, 1
GOA2007-Leg1-C14_1.xls, PE-GAC10, data_7507579598352871.xls, PE-GAC10, 1
GOA2007-Leg1-C14_1.xls, PE-C031, data_7507579598352871.xls, PE-C031, 1
latlongcounts.xls, latlongcounts, data_7995559522913954.xls, latlongcounts, 1
OC1203A.xls, Sheet1, data_2760539869576567.xls, Sheet1, 1
OC1203A.xls, Sheet2, data_2760539869576567.xls, Sheet2, 1
OC1203A.xls, Sheet3, data_2760539869576567.xls, Sheet3, 1
Transect2NutrientSummary.xls, Sheet1, data_14203267790328689.xls, Sheet1, 1
Transect2NutrientSummary.xls, Sheet2, data_14203267790328689.xls, Sheet2, 1
Transect2NutrientSummary.xls, Sheet3, data_14203267790328689.xls, Sheet3, 1
Transect2NutrientSummary_TP.xls, Sheet1, data_9945682036052657.xls, Sheet1, 1
Transect2NutrientSummary_TP.xls, Sheet4, data_9945682036052657.xls, Sheet4, 1
Transect2NutrientSummary_TP.xls, Sheet2, data_9945682036052657.xls, Sheet2, 1
Transect2NutrientSummary_TP.xls, Sheet3, data_9945682036052657.xls, Sheet3, 1
Transect2NutrientSummary_TP1.xls, Sheet1, data_5948714510278296.xls, Sheet1, 1
Transect2NutrientSummary_TP1.xls, Sheet4, data_5948714510278296.xls, Sheet4, 1
Transect2NutrientSummary_TP1.xls, Sheet2, data_5948714510278296.xls, Sheet2, 1
Transect2NutrientSummary_TP1.xls, Sheet3, data_5948714510278296.xls, Sheet3, 1
W1109D-v2.xls, Sheet1, data_7199496755667423.xls, Sheet1, 1
W1109D-v2.xls, Sheet2, data_7199496755667423.xls, Sheet2, 1
W1109D-v2.xls, Sheet3, data_7199496755667423.xls, Sheet3, 1
11a10.xls, Sheet1, data_27968690568132193.xls, Sheet1, 1
11a10.xlsx, Sheet1, data_17236629762851474.xls, Sheet1, 1
1810.xls, Sheet1, data_7369000483579249.xls, Sheet1, 1
1910.xls, Sheet1, data_8502437986322726.xls, Sheet1, 1
201007_Wecoma_water_sample_bacteria_production.xls, metadata, data_3182405389794658.xls, metadata, 1
201007_Wecoma_water_sample_bacteria_production.xls, data, data_3182405389794658.xls, data, 1
201007_Wecoma_water_sample_bacteria_production.xls, Sheet3, data_3182405389794658.xls, Sheet3, 1
201007_Wecoma_water_sample_dissolved_organic_carbon.xls, metadata, data_7020966299559317.xls, metadata, 1
201007_Wecoma_water_sample_dissolved_organic_carbon.xls, data, data_7020966299559317.xls, data, 1
201007_Wecoma_water_sample_dissolved_organic_carbon.xls, Sheet3, data_7020966299559317.xls, Sheet3, 1
201007_Wecoma_water_sample_particulate_organic_carbon_nitrogen.xls, metadata, data_9140416710178926.xls, metadata, 1
201007_Wecoma_water_sample_particulate_organic_carbon_nitrogen.xls, data, data_9140416710178926.xls, data, 1
201007_Wecoma_water_sample_particulate_organic_carbon_nitrogen.xls, Sheet3, data_9140416710178926.xls, Sheet3, 1
201007_Wecoma_water_sample_suspended_particulate_matter_0.xls, metadata, data_43235288304895236.xls, metadata, 1
201007_Wecoma_water_sample_suspended_particulate_matter_0.xls, data, data_43235288304895236.xls, data, 1
201007_Wecoma_water_sample_suspended_particulate_matter_0.xls, Sheet3, data_43235288304895236.xls, Sheet3, 1
201007_Wecoma_water_sample_total_dissolved_nitrogen_phosphorous.xls, metadata, data_9516572862328871.xls, metadata, 1
201007_Wecoma_water_sample_total_dissolved_nitrogen_phosphorous.xls, data, data_9516572862328871.xls, data, 1
201007_Wecoma_water_sample_total_dissolved_nitrogen_phosphorous.xls, Sheet3, data_9516572862328871.xls, Sheet3, 1
2310.xls, Sheet1, data_12462794249524678.xls, Sheet1, 1
2610.xls, Sheet1, data_22328952601183194.xls, Sheet1, 1
26a10.xls, Sheet1, data_42815451921997305.xls, Sheet1, 1
910.xls, Sheet1, data_7042076108607929.xls, Sheet1, 1
Analytics_DNH_Research_Edition_Top_Events_20120118-20120119afxdrankalttry.xls, Analytics_DNH_Research_Edition_, data_2979790094822229.xls, Analytics_DNH_Research_Edition_, 1
Chl-Wecoma-Aug2010.xls, Sheet1, data_30097212840968224.xls, Sheet1, 1
CMOP_Cruise_July2010_correctedLydie24Mar2011.xls, dataLog, data_09097500262416125.xls, dataLog, 1
dnhperftbls.xls, dnhperf, data_9297288234274776.xls, dnhperf, 1
dnhperftbls.xls, 8f relaxation, data_9297288234274776.xls, 8f relaxation, 1
dnhperftbls.xls, 8f variables, data_9297288234274776.xls, 8f variables, 1
dnhperftbls8f.xls, 8f relaxation, data_7206728883645527.xls, 8f relaxation, 1
GOA2007-Leg1-C14-071508.xls, 081807-LIGHTLEVELS, data_48596011472704537.xls, 081807-LIGHTLEVELS, 1
GOA2007-Leg1-C14-071508.xls, CHLOROPHYLL, data_48596011472704537.xls, CHLOROPHYLL, 1
GOA2007-Leg1-C14-071508.xls, SUMMARY CTD, data_48596011472704537.xls, SUMMARY CTD, 1
GOA2007-Leg1-C14-071508.xls, C001, data_48596011472704537.xls, C001, 1
GOA2007-Leg1-C14-071508.xls, C007, data_48596011472704537.xls, C007, 1
GOA2007-Leg1-C14-071508.xls, C012, data_48596011472704537.xls, C012, 1
GOA2007-Leg1-C14-071508.xls, C017, data_48596011472704537.xls, C017, 1
GOA2007-Leg1-C14-071508.xls, C019, data_48596011472704537.xls, C019, 1
GOA2007-Leg1-C14-071508.xls, C023, data_48596011472704537.xls, C023, 1
GOA2007-Leg1-C14-071508.xls, C024,C025, data_48596011472704537.xls, C024,C025, 1
GOA2007-Leg1-C14-071508.xls, C027, data_48596011472704537.xls, C027, 1
GOA2007-Leg1-C14-071508.xls, C029, data_48596011472704537.xls, C029, 1
GOA2007-Leg1-C14-071508.xls, C030, data_48596011472704537.xls, C030, 1
GOA2007-Leg1-C14-071508.xls, C031, data_48596011472704537.xls, C031, 1
GOA2007-Leg1-C14-071508.xls, HNLCG1, data_48596011472704537.xls, HNLCG1, 1
GOA2007-Leg1-C14-071508.xls, PE1--CG1D0, data_48596011472704537.xls, PE1--CG1D0, 1
GOA2007-Leg1-C14-071508.xls, PE-C001, data_48596011472704537.xls, PE-C001, 1
GOA2007-Leg1-C14-071508.xls, PE-C003, data_48596011472704537.xls, PE-C003, 1
GOA2007-Leg1-C14-071508.xls, PE-C007, data_48596011472704537.xls, PE-C007, 1
GOA2007-Leg1-C14-071508.xls, PE-C012, data_48596011472704537.xls, PE-C012, 1
GOA2007-Leg1-C14-071508.xls, PE-C017, data_48596011472704537.xls, PE-C017, 1
GOA2007-Leg1-C14-071508.xls, PE-C019, data_48596011472704537.xls, PE-C019, 1
GOA2007-Leg1-C14-071508.xls, PE-C023, data_48596011472704537.xls, PE-C023, 1
GOA2007-Leg1-C14-071508.xls, HNLCG1-PE, data_48596011472704537.xls, HNLCG1-PE, 1
GOA2007-Leg1-C14-071508.xls, HNLCG1-D5, data_48596011472704537.xls, HNLCG1-D5, 1
GOA2007-Leg1-C14-071508.xls, PE-GAC1, data_48596011472704537.xls, PE-GAC1, 1
GOA2007-Leg1-C14-071508.xls, PE-GAC6, data_48596011472704537.xls, PE-GAC6, 1
GOA2007-Leg1-C14-071508.xls, PE-GAC10, data_48596011472704537.xls, PE-GAC10, 1
GOA2007-Leg1-C14-071508.xls, PE-C031, data_48596011472704537.xls, PE-C031, 1
GOA2007-Leg1-C14-backup.xls, 081807-LIGHTLEVELS, data_7534461610094018.xls, 081807-LIGHTLEVELS, 1
GOA2007-Leg1-C14-backup.xls, CHLOROPHYLL, data_7534461610094018.xls, CHLOROPHYLL, 1
GOA2007-Leg1-C14-backup.xls, SUMMARY CTD, data_7534461610094018.xls, SUMMARY CTD, 1
GOA2007-Leg1-C14-backup.xls, C001, data_7534461610094018.xls, C001, 1
GOA2007-Leg1-C14-backup.xls, C007, data_7534461610094018.xls, C007, 1
GOA2007-Leg1-C14-backup.xls, C012, data_7534461610094018.xls, C012, 1
GOA2007-Leg1-C14-backup.xls, C017, data_7534461610094018.xls, C017, 1
GOA2007-Leg1-C14-backup.xls, C019, data_7534461610094018.xls, C019, 1
GOA2007-Leg1-C14-backup.xls, C023, data_7534461610094018.xls, C023, 1
GOA2007-Leg1-C14-backup.xls, C024,C025, data_7534461610094018.xls, C024,C025, 1
GOA2007-Leg1-C14-backup.xls, C027, data_7534461610094018.xls, C027, 1
GOA2007-Leg1-C14-backup.xls, C029, data_7534461610094018.xls, C029, 1
GOA2007-Leg1-C14-backup.xls, C030, data_7534461610094018.xls, C030, 1
GOA2007-Leg1-C14-backup.xls, C031, data_7534461610094018.xls, C031, 1
GOA2007-Leg1-C14-backup.xls, HNLCG1, data_7534461610094018.xls, HNLCG1, 1
GOA2007-Leg1-C14-backup.xls, PE1--CG1D0, data_7534461610094018.xls, PE1--CG1D0, 1
GOA2007-Leg1-C14-backup.xls, PE-C001, data_7534461610094018.xls, PE-C001, 1
GOA2007-Leg1-C14-backup.xls, PE-C003, data_7534461610094018.xls, PE-C003, 1
GOA2007-Leg1-C14-backup.xls, PE-C007, data_7534461610094018.xls, PE-C007, 1
GOA2007-Leg1-C14-backup.xls, PE-C012, data_7534461610094018.xls, PE-C012, 1
GOA2007-Leg1-C14-backup.xls, PE-C017, data_7534461610094018.xls, PE-C017, 1
GOA2007-Leg1-C14-backup.xls, PE-C019, data_7534461610094018.xls, PE-C019, 1
GOA2007-Leg1-C14-backup.xls, PE-C023, data_7534461610094018.xls, PE-C023, 1
GOA2007-Leg1-C14-backup.xls, HNLCG1-PE, data_7534461610094018.xls, HNLCG1-PE, 1
GOA2007-Leg1-C14-backup.xls, HNLCG1-D5, data_7534461610094018.xls, HNLCG1-D5, 1
GOA2007-Leg1-C14-backup.xls, PE-GAC1, data_7534461610094018.xls, PE-GAC1, 1
GOA2007-Leg1-C14-backup.xls, PE-GAC6, data_7534461610094018.xls, PE-GAC6, 1
GOA2007-Leg1-C14-backup.xls, PE-GAC10, data_7534461610094018.xls, PE-GAC10, 1
GOA2007-Leg1-C14-backup.xls, PE-C031, data_7534461610094018.xls, PE-C031, 1
GOA2007-Leg1-C14.xls, 081807-LIGHTLEVELS, data_20554504148805552.xls, 081807-LIGHTLEVELS, 1
GOA2007-Leg1-C14.xls, CHLOROPHYLL, data_20554504148805552.xls, CHLOROPHYLL, 1
GOA2007-Leg1-C14.xls, SUMMARY CTD, data_20554504148805552.xls, SUMMARY CTD, 1
GOA2007-Leg1-C14.xls, C001, data_20554504148805552.xls, C001, 1
GOA2007-Leg1-C14.xls, C007, data_20554504148805552.xls, C007, 1
GOA2007-Leg1-C14.xls, C012, data_20554504148805552.xls, C012, 1
GOA2007-Leg1-C14.xls, C017, data_20554504148805552.xls, C017, 1
GOA2007-Leg1-C14.xls, C019, data_20554504148805552.xls, C019, 1
GOA2007-Leg1-C14.xls, C023, data_20554504148805552.xls, C023, 1
GOA2007-Leg1-C14.xls, C024,C025, data_20554504148805552.xls, C024,C025, 1
GOA2007-Leg1-C14.xls, C027, data_20554504148805552.xls, C027, 1
GOA2007-Leg1-C14.xls, C029, data_20554504148805552.xls, C029, 1
GOA2007-Leg1-C14.xls, C030, data_20554504148805552.xls, C030, 1
GOA2007-Leg1-C14.xls, C031, data_20554504148805552.xls, C031, 1
GOA2007-Leg1-C14.xls, HNLCG1, data_20554504148805552.xls, HNLCG1, 1
GOA2007-Leg1-C14.xls, PE1--CG1D0, data_20554504148805552.xls, PE1--CG1D0, 1
GOA2007-Leg1-C14.xls, PE-C001, data_20554504148805552.xls, PE-C001, 1
GOA2007-Leg1-C14.xls, PE-C003, data_20554504148805552.xls, PE-C003, 1
GOA2007-Leg1-C14.xls, PE-C007, data_20554504148805552.xls, PE-C007, 1
GOA2007-Leg1-C14.xls, PE-C012, data_20554504148805552.xls, PE-C012, 1
GOA2007-Leg1-C14.xls, PE-C017, data_20554504148805552.xls, PE-C017, 1
GOA2007-Leg1-C14.xls, PE-C019, data_20554504148805552.xls, PE-C019, 1
GOA2007-Leg1-C14.xls, PE-C023, data_20554504148805552.xls, PE-C023, 1
GOA2007-Leg1-C14.xls, HNLCG1-PE, data_20554504148805552.xls, HNLCG1-PE, 1
GOA2007-Leg1-C14.xls, HNLCG1-D5, data_20554504148805552.xls, HNLCG1-D5, 1
GOA2007-Leg1-C14.xls, PE-GAC1, data_20554504148805552.xls, PE-GAC1, 1
GOA2007-Leg1-C14.xls, PE-GAC6, data_20554504148805552.xls, PE-GAC6, 1
GOA2007-Leg1-C14.xls, PE-GAC10, data_20554504148805552.xls, PE-GAC10, 1
GOA2007-Leg1-C14.xls, PE-C031, data_20554504148805552.xls, PE-C031, 1
GOA2007-Leg1-C14_1.xls, 081807-LIGHTLEVELS, data_7243591488511195.xls, 081807-LIGHTLEVELS, 1
GOA2007-Leg1-C14_1.xls, CHLOROPHYLL, data_7243591488511195.xls, CHLOROPHYLL, 1
GOA2007-Leg1-C14_1.xls, SUMMARY CTD, data_7243591488511195.xls, SUMMARY CTD, 1
GOA2007-Leg1-C14_1.xls, C001, data_7243591488511195.xls, C001, 1
GOA2007-Leg1-C14_1.xls, C007, data_7243591488511195.xls, C007, 1
GOA2007-Leg1-C14_1.xls, C012, data_7243591488511195.xls, C012, 1
GOA2007-Leg1-C14_1.xls, C017, data_7243591488511195.xls, C017, 1
GOA2007-Leg1-C14_1.xls, C019, data_7243591488511195.xls, C019, 1
GOA2007-Leg1-C14_1.xls, C023, data_7243591488511195.xls, C023, 1
GOA2007-Leg1-C14_1.xls, C024&C025, data_7243591488511195.xls, C024&C025, 1
GOA2007-Leg1-C14_1.xls, C027, data_7243591488511195.xls, C027, 1
GOA2007-Leg1-C14_1.xls, C029, data_7243591488511195.xls, C029, 1
GOA2007-Leg1-C14_1.xls, C030, data_7243591488511195.xls, C030, 1
GOA2007-Leg1-C14_1.xls, C031, data_7243591488511195.xls, C031, 1
GOA2007-Leg1-C14_1.xls, HNLCG1, data_7243591488511195.xls, HNLCG1, 1
GOA2007-Leg1-C14_1.xls, PE1--CG1D0, data_7243591488511195.xls, PE1--CG1D0, 1
GOA2007-Leg1-C14_1.xls, PE-C001, data_7243591488511195.xls, PE-C001, 1
GOA2007-Leg1-C14_1.xls, PE-C003, data_7243591488511195.xls, PE-C003, 1
GOA2007-Leg1-C14_1.xls, PE-C007, data_7243591488511195.xls, PE-C007, 1
GOA2007-Leg1-C14_1.xls, PE-C012, data_7243591488511195.xls, PE-C012, 1
GOA2007-Leg1-C14_1.xls, PE-C017, data_7243591488511195.xls, PE-C017, 1
GOA2007-Leg1-C14_1.xls, PE-C019, data_7243591488511195.xls, PE-C019, 1
GOA2007-Leg1-C14_1.xls, PE-C023, data_7243591488511195.xls, PE-C023, 1
GOA2007-Leg1-C14_1.xls, HNLCG1-PE, data_7243591488511195.xls, HNLCG1-PE, 1
GOA2007-Leg1-C14_1.xls, HNLCG1-D5, data_7243591488511195.xls, HNLCG1-D5, 1
GOA2007-Leg1-C14_1.xls, PE-GAC1, data_7243591488511195.xls, PE-GAC1, 1
GOA2007-Leg1-C14_1.xls, PE-GAC6, data_7243591488511195.xls, PE-GAC6, 1
GOA2007-Leg1-C14_1.xls, PE-GAC10, data_7243591488511195.xls, PE-GAC10, 1
GOA2007-Leg1-C14_1.xls, PE-C031, data_7243591488511195.xls, PE-C031, 1
latlongcounts.xls, latlongcounts, data_12116634419117156.xls, latlongcounts, 1
OC1203A.xls, Sheet1, data_9715289996345542.xls, Sheet1, 1
OC1203A.xls, Sheet2, data_9715289996345542.xls, Sheet2, 1
OC1203A.xls, Sheet3, data_9715289996345542.xls, Sheet3, 1
Transect2NutrientSummary.xls, Sheet1, data_47084262554332645.xls, Sheet1, 1
Transect2NutrientSummary.xls, Sheet2, data_47084262554332645.xls, Sheet2, 1
Transect2NutrientSummary.xls, Sheet3, data_47084262554332645.xls, Sheet3, 1
Transect2NutrientSummary_TP.xls, Sheet1, data_98555830835516.xls, Sheet1, 1
Transect2NutrientSummary_TP.xls, Sheet4, data_98555830835516.xls, Sheet4, 1
Transect2NutrientSummary_TP.xls, Sheet2, data_98555830835516.xls, Sheet2, 1
Transect2NutrientSummary_TP.xls, Sheet3, data_98555830835516.xls, Sheet3, 1
Transect2NutrientSummary_TP1.xls, Sheet1, data_5246522043608403.xls, Sheet1, 1
Transect2NutrientSummary_TP1.xls, Sheet4, data_5246522043608403.xls, Sheet4, 1
Transect2NutrientSummary_TP1.xls, Sheet2, data_5246522043608403.xls, Sheet2, 1
Transect2NutrientSummary_TP1.xls, Sheet3, data_5246522043608403.xls, Sheet3, 1
W1109D-v2.xls, Sheet1, data_8599564328894256.xls, Sheet1, 1
W1109D-v2.xls, Sheet2, data_8599564328894256.xls, Sheet2, 1
W1109D-v2.xls, Sheet3, data_8599564328894256.xls, Sheet3, 1
